protonated_Standardized_SMILES,median pMolar total plasma concentration,median pMolar unbound plasma concentration
O=S(=O)(Nc1ccccc1)c1cccc(C=CC(O)=NO)c1,3.9960744014724265,5.217923151088783
O=[N+]([O-])OC1COC2C(O)COC12,5.349893710983732,5.349893710983732
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],7.180106751251948,7.578046759923986
O=[P-](=O)(O)C([S+]=C1C=CC(=[Cl+])C=C1)[P-](=O)(=O)O,5.3271681435351805,6.3271681435351805
O=c1[nH]c(O)cn1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,5.020167851449695,
O=c1[nH]c(O)cn1N=Cc1ccc([N+](=O)[O-])o1,4.6778988173026494,5.447449895924375
O=c1[nH]c2ccccc2n1C1CC[NH+](CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,7.363198169015764,9.462180904926726
O=c1[nH]c2ccccc2n1CCC[NH+]1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,6.6293280337945815,7.715514181410865
O=c1[nH]c2ccccc2n1CCC[NH+]1CC[NH+](C(c2ccccc2)c2ccccc2)CC1,6.6299801277337655,
O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,4.522878745280337,4.54515513999149
O=c1c(CC[S+](O)c2ccccc2)c(O)n(-c2ccccc2)n1-c1ccccc1,4.376458867861729,6.146009946483455
O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,4.0496056125949735,
O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,5.570391143779831,6.683900418607349
OC(CC[NH+]1CCCC1)(c1ccccc1)C1CCCCC1,5.659221763528412,
OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,6.4934162228671335,7.506644488600889
OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CCCCC1,6.178214105280843,
OC(C[NH2+]CC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,6.306896597539367,8.005866601875384
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,4.310027379366219,4.360637372721307
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,5.57785930100737,7.130576707055896
OCC(O)c1oc(O)c(O)c1O,4.069717417731807,4.654744069760989
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,5.460145380994345,6.723748878717701
OCCOCC[NH+]1CCN(C2=[NH+]c3ccccc3Sc3ccccc32)CC1,5.88481801235356,6.915189291933118
OCCOCC[NH+]1CC[NH+](C(c2ccccc2)c2ccc(Cl)cc2)CC1,6.573927024542379,7.661173720871056
OCC[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,7.641007836530388,9.038947845202426
OCC[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,8.226148623139983,9.381050583125726
Oc1c(C2=CCC(c3ccc(Cl)cc3)CC2)c(O)c2ccccc2c1O,4.7256275940364585,7.725627594036458
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,5.796585006327789,
Oc1cc2cc(CC[NH+]3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2[nH]1,6.31486747478503,9.235686228737409
Oc1ccc(C2C[NH2+]CCc3c2cc(O)c(O)c3Cl)cc1,6.707229419327294,7.628048173279669
Oc1ccc2c(c1)C13CCCCC1(O)C(C2)[NH+](CC1CCC1)CC3,8.214141524140969,8.983692602762694
Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)[NH+](CC2CCC2)CCC314,6.2521853057381565,6.553215301402138
[NH3+]C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(Cl)CSC12)c1ccccc1,2.6113810232000385,2.734586046999338
[NH3+]C(CC(=O)[NH+]1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,6.030152138478738,6.237760448980484
[NH3+]C(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-],6.744220315161033,
[NH3+]C(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)[O-],5.308507499826347,6.162379464148109
[NH3+]C(Cc1ccc(O)c(O)c1)C(=O)[O-],4.993854891336049,5.113041299055258
[NH3+]C12CC3CC(CC(C3)C1)C2,5.179695383324506,5.661181443446619
[NH3+]CC(CC(=O)[O-])c1ccc(Cl)cc1,5.749939627441087,5.911090536703832
[NH3+]CC1(CC(=O)[O-])CCCCC1,3.7564839644426096,3.769712230176365
[NH3+]CC1CCC(C(=O)[O-])CC1,3.497510163364129,3.5107384290978843
[NH3+]CC1OC(OC2C([NH3+])CC([NH3+])C(OC3OC(CO)C(O)C([NH3+])C3O)C2O)C(O)C(O)C1O,4.287353772714747,4.291718578117196
[NH3+]CC1OC(OC2C([NH3+])CC([NH3+])C(OC3OC(CO)C(O)C([NH3+])C3O)C2O)C([NH3+])CC1O,4.953796850619404,4.953796850619404
[NH3+]CCC(=O)C(O)[NH2+]C1CC([NH3+])C(OC2OC(C[NH3+])C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C([NH3+])C1O,4.290487229498259,4.34600455734809
[NH3+]CCC(O)([P](=O)(=O)O)[P](=O)(=O)O,5.231318120921058,5.386220080906801
[NH3+]CCCC(O)([P](=O)(=O)O)[P](=O)(=O)O,5.973127853599698,6.630705172777493
[NH3+]CCCCC([NH2+]C(CCc1ccccc1)C(=O)[O-])C(=O)[NH+]1CCCC1C(=O)[O-],6.762892818532918,6.762892818532918
[NH3+]CCS,4.698970004336019,
c1ccc(C2CN3CCSC3=[NH+]2)cc1,5.459928512048968,
c1cnc2cc3c(cc2n1)C1C[NH2+]CC3C1,7.625867827976824,
